Timestamp,Medium 1,Density 1 (kg/m^3),Medium 2,Density 2 (kg/m^3),IFT (mN/m),Temperature (K),Pressure (bar),Salinity (g/L),Inverted Drop,d,D,S,InvH
2024/05/31_18:27:08,Medium 1,867.0,Medium 2,1.293,25.25036953446365,298,1,NaN,False,0.0018279602335575628,0.0022883720930232557,0.7988037605993416,0.567772712261731
2024/05/31_18:27:09,Medium 1,867.0,Medium 2,1.293,23.904921326104926,298,1,NaN,False,0.0017600505043258777,0.002213333333333333,0.7952035411110895,0.5745842705613808
2024/05/31_18:27:09,Medium 1,867.0,Medium 2,1.293,23.63077557013742,298,1,NaN,False,0.001800206599713736,0.002236363636363636,0.8049704307663048,0.5563565368459272
2024/05/31_18:27:09,Medium 1,867.0,Medium 2,1.293,26.50319513106271,298,1,NaN,False,0.0018140071548411914,0.0023023255813953486,0.7879020975572852,0.5887417297401498
2024/05/31_18:28:11,Medium 1,866.777,Medium 2,1.293,26.70413075959465,298,1,NaN,False,0.0018279602335575628,0.0023162790697674415,0.7891796189053736,0.5862307961411628
2024/05/31_18:28:11,Medium 1,866.777,Medium 2,1.293,30.710084667716153,298,1,NaN,False,0.0019261538326690376,0.002459259259259259,0.7832252030431328,0.5980594159952013
2024/05/31_18:28:31,Medium 1,866.777,Medium 2,1.293,25.30567386802564,298,1,NaN,False,0.0017727797195038915,0.00225,0.7879020975572852,0.5887417297401498
2024/05/31_18:28:31,Medium 1,866.777,Medium 2,1.293,26.620275532419832,298,1,NaN,False,0.0017933156373125523,0.002289655172413793,0.7832252030431328,0.5980594159952013
2024/05/31_18:28:31,Medium 1,866.777,Medium 2,1.293,29.972638816039176,298,1,NaN,False,0.0019024953087358836,0.0024292682926829266,0.7831556993792292,0.5981993900953645
2024/05/31_18:28:31,Medium 1,866.777,Medium 2,1.293,26.018706805899495,298,1,NaN,False,0.0017729370505249096,0.0022636363636363635,0.7832252030431328,0.5980594159952013
2024/05/31_18:28:32,Medium 1,866.777,Medium 2,1.293,27.242950987680587,298,1,NaN,False,0.0018141681447231633,0.0023162790697674415,0.7832252030431328,0.5980594159952013
2024/05/31_18:28:32,Medium 1,866.777,Medium 2,1.293,24.880990543092274,298,1,NaN,False,0.0017333846146260273,0.002213333333333333,0.7831556993792292,0.5981993900953645
2024/05/31_18:28:33,Medium 1,866.777,Medium 2,1.293,29.97497723904341,298,1,NaN,False,0.0019024390243902436,0.0024292682926829266,0.7831325301204819,0.5982460607680238
2024/05/31_18:28:33,Medium 1,866.777,Medium 2,1.293,26.60989715571027,298,1,NaN,False,0.0017935808383073792,0.002289655172413793,0.7833410287788253,0.5978262521458513
2024/05/31_18:28:34,Medium 1,866.777,Medium 2,1.293,28.461170554530366,298,1,NaN,False,0.0018213953356858391,0.0023435294117647057,0.777201824966347,0.6103569443333818
2024/05/31_18:28:52,Medium 1,866.777,Medium 2,1.293,24.337160173777015,298,1,NaN,False,0.0017143364320477193,0.002189010989010989,0.7831556993792292,0.5981993900953645
2024/05/31_18:28:52,Medium 1,866.777,Medium 2,1.293,26.620275532419832,298,1,NaN,False,0.0017933156373125523,0.002289655172413793,0.7832252030431328,0.5980594159952013
2024/05/31_18:28:52,Medium 1,866.777,Medium 2,1.293,27.249327122640263,298,1,NaN,False,0.0018140071548411914,0.0023162790697674415,0.7831556993792292,0.5981993900953645
2024/05/31_18:28:53,Medium 1,866.777,Medium 2,1.293,25.96603354742634,298,1,NaN,False,0.0018279602335575628,0.0023023255813953486,0.7939625256866183,0.5769578475860773
2024/05/31_18:28:53,Medium 1,866.777,Medium 2,1.293,26.093770788474316,298,1,NaN,False,0.0018069491963902346,0.002289655172413793,0.7891796189053736,0.5862307961411628
2024/05/31_18:28:54,Medium 1,866.777,Medium 2,1.293,29.972638816039176,298,1,NaN,False,0.0019024953087358836,0.0024292682926829266,0.7831556993792292,0.5981993900953645
2024/05/31_18:28:54,Medium 1,866.777,Medium 2,1.293,23.30165607573678,298,1,NaN,False,0.0016774689818961554,0.0021419354838709674,0.7831556993792292,0.5981993900953645
2024/05/31_18:28:54,Medium 1,866.777,Medium 2,1.293,29.965625446889597,298,1,NaN,False,0.0019026641517828297,0.0024292682926829266,0.7832252030431328,0.5980594159952013
2024/05/31_18:29:13,Medium 1,866.777,Medium 2,1.293,23.703764379102566,298,1,NaN,False,0.0017468702171470993,0.0021999999999999997,0.7940319168850453,0.5768247797194469
2024/05/31_18:29:14,Medium 1,866.777,Medium 2,1.293,25.3666919633678,298,1,NaN,False,0.0018071071211866547,0.0022758620689655173,0.7940319168850453,0.5768247797194469
2024/05/31_18:29:14,Medium 1,866.777,Medium 2,1.293,25.96603354742634,298,1,NaN,False,0.0018279602335575628,0.0023023255813953486,0.7939625256866183,0.5769578475860773
2024/05/31_18:29:14,Medium 1,866.777,Medium 2,1.293,28.44638386325889,298,1,NaN,False,0.00187957367851015,0.0023855421686746984,0.7879020975572852,0.5887417297401498
2024/05/31_18:29:15,Medium 1,866.777,Medium 2,1.293,30.619865380311015,298,1,NaN,False,0.0019500576914542808,0.0024749999999999998,0.7879020975572852,0.5887417297401498
2024/05/31_18:30:50,Medium 1,1000.0,Medium 2,1.293,64.00502483996362,298,1,NaN,False,0.0021830160504460803,0.0029999999999999996,0.7276720168153602,0.7258793802509607
2024/05/31_18:30:50,Medium 1,1000.0,Medium 2,1.293,68.29776977490862,298,1,NaN,False,0.0022549450549450545,0.0030989010989010985,0.7276595744680852,0.7259120221592488
2024/05/31_18:30:51,Medium 1,1000.0,Medium 2,1.293,66.82110485657115,298,1,NaN,False,0.0022304347826086956,0.0030652173913043477,0.7276595744680852,0.7259120221592488
2024/05/31_18:30:51,Medium 1,1000.0,Medium 2,1.293,62.66746055468347,298,1,NaN,False,0.00216,0.002968421052631579,0.7276595744680852,0.7259120221592488
2024/05/31_18:30:52,Medium 1,1000.0,Medium 2,1.293,70.2855858702226,298,1,NaN,False,0.002204386415921544,0.003078260869565217,0.7161142311609537,0.7570914204293705
2024/05/31_18:30:52,Medium 1,1000.0,Medium 2,1.293,62.664642602317855,298,1,NaN,False,0.0021600369341255956,0.002968421052631579,0.7276720168153602,0.7258793802509607
2024/05/31_18:30:52,Medium 1,1000.0,Medium 2,1.293,63.22640012812883,298,1,NaN,False,0.0020907582501523926,0.0029195876288659792,0.7161142311609537,0.7570914204293705
2024/05/31_18:31:05,Medium 1,1000.0,Medium 2,1.293,65.2757661025708,298,1,NaN,False,0.0021830160504460803,0.003012765957446808,0.7245886608119053,0.7340304655900581
2024/05/31_18:31:05,Medium 1,1000.0,Medium 2,1.293,58.88675546500609,298,1,NaN,False,0.0020939133545095057,0.002877551020408163,0.7276720168153602,0.7258793802509607
2024/05/31_18:31:06,Medium 1,1000.0,Medium 2,1.293,65.2757661025708,298,1,NaN,False,0.0021830160504460803,0.003012765957446808,0.7245886608119053,0.7340304655900581
2024/05/31_18:31:06,Medium 1,1000.0,Medium 2,1.293,63.22640012812883,298,1,NaN,False,0.0020907582501523926,0.0029195876288659792,0.7161142311609537,0.7570914204293705
2024/05/31_18:31:06,Medium 1,1000.0,Medium 2,1.293,60.107173927720105,298,1,NaN,False,0.002115500090123006,0.0029072164948453607,0.7276720168153602,0.7258793802509607
2024/05/31_18:31:07,Medium 1,1000.0,Medium 2,1.293,72.8194172757659,298,1,NaN,False,0.0023056179775280895,0.003182022471910112,0.7245762711864406,0.7340634715194979
2024/05/31_18:31:07,Medium 1,1000.0,Medium 2,1.293,70.73307857114148,298,1,NaN,False,0.002241797026167406,0.0031120879120879116,0.7203514455552048,0.7454383743123052
2024/05/31_18:31:07,Medium 1,1000.0,Medium 2,1.293,69.20375988275315,298,1,NaN,False,0.0022174296671873257,0.003078260869565217,0.7203514455552048,0.7454383743123052
2024/05/31_18:31:08,Medium 1,1000.0,Medium 2,1.293,70.2855858702226,298,1,NaN,False,0.002204386415921544,0.003078260869565217,0.7161142311609537,0.7570914204293705
2024/05/31_21:29:25,Medium 1,1000.0,Medium 2,1.293,61.30328454047631,298,1,NaN,False,0.002115463917525773,0.0029195876288659792,0.7245762711864406,0.7340634715194979
2024/05/31_21:29:26,Medium 1,1000.0,Medium 2,1.293,58.88940353040589,298,1,NaN,False,0.002093877551020408,0.002877551020408163,0.7276595744680852,0.7259120221592488
2024/05/31_21:29:26,Medium 1,1000.0,Medium 2,1.293,70.2855858702226,298,1,NaN,False,0.002204386415921544,0.003078260869565217,0.7161142311609537,0.7570914204293705
2024/05/31_21:30:11,Medium 1,1000.0,Medium 2,1.293,69.65373798349734,298,1,NaN,False,0.0022549450549450545,0.0031120879120879116,0.7245762711864406,0.7340634715194979
2024/05/31_21:30:11,Medium 1,1000.0,Medium 2,1.293,61.30328454047631,298,1,NaN,False,0.002115463917525773,0.0029195876288659792,0.7245762711864406,0.7340634715194979
2024/05/31_21:30:11,Medium 1,1000.0,Medium 2,1.293,58.88940353040589,298,1,NaN,False,0.002093877551020408,0.002877551020408163,0.7276595744680852,0.7259120221592488
2024/05/31_21:30:11,Medium 1,1000.0,Medium 2,1.293,70.2855858702226,298,1,NaN,False,0.002204386415921544,0.003078260869565217,0.7161142311609537,0.7570914204293705
2024/05/31_21:30:25,Medium 1,1000.0,Medium 2,1.293,70.2855858702226,298,1,NaN,False,0.002204386415921544,0.003078260869565217,0.7161142311609537,0.7570914204293705
2024/06/04_19:12:50,Medium 1,867.0,Medium 2,1.293,26.746563598370788,298,1,NaN,False,0.0016774193548387095,0.0022064516129032255,0.7602339181286549,0.6469031105593998
2024/06/04_19:12:51,Medium 1,867.0,Medium 2,1.293,22.802562204218308,298,1,NaN,False,0.0015638242781141043,0.0020484848484848485,0.7634053428663528,0.6398500385394452
2024/06/04_19:12:51,Medium 1,867.0,Medium 2,1.293,28.59543086104713,298,1,NaN,False,0.0018002163201546084,0.002330232558139535,0.772547921822836,0.62009492384824
2024/06/04_19:12:51,Medium 1,867.0,Medium 2,1.293,35.545229709051085,298,1,NaN,False,0.0019448377431394838,0.002551898734177215,0.7621139965675557,0.6427091985582236
2024/06/04_19:12:52,Medium 1,867.0,Medium 2,1.293,21.860446406872754,298,1,NaN,False,0.0015960680776628488,0.00205360824742268,0.777201824966347,0.6103569443333818
2024/06/04_19:12:52,Medium 1,867.0,Medium 2,1.293,22.190118936131622,298,1,NaN,False,0.0015918367346938775,0.0020571428571428568,0.7738095238095238,0.6174343530685554
2024/06/04_19:13:15,Medium 1,867.0,Medium 2,1.293,36.20544727870633,298,1,NaN,False,0.0020416179231941612,0.0026337662337662334,0.7751705132443315,0.614581565752862
2024/06/04_19:13:15,Medium 1,867.0,Medium 2,1.293,35.28305340490629,298,1,NaN,False,0.0020154433344352616,0.0026,0.7751705132443315,0.614581565752862
2024/06/04_19:13:16,Medium 1,867.0,Medium 2,1.293,45.886333687993194,298,1,NaN,False,0.002197248103047077,0.0028901408450704223,0.7602564099236963,0.6468527174949824
2024/06/04_19:13:16,Medium 1,867.0,Medium 2,1.293,26.746563598370788,298,1,NaN,False,0.0016774193548387095,0.0022064516129032255,0.7602339181286549,0.6469031105593998
2024/06/04_19:13:16,Medium 1,867.0,Medium 2,1.293,22.802562204218308,298,1,NaN,False,0.0015638242781141043,0.0020484848484848485,0.7634053428663528,0.6398500385394452
2024/06/04_19:13:17,Medium 1,867.0,Medium 2,1.293,28.59543086104713,298,1,NaN,False,0.0018002163201546084,0.002330232558139535,0.772547921822836,0.62009492384824
2024/06/04_19:13:17,Medium 1,867.0,Medium 2,1.293,35.545229709051085,298,1,NaN,False,0.0019448377431394838,0.002551898734177215,0.7621139965675557,0.6427091985582236
2024/06/04_19:13:17,Medium 1,867.0,Medium 2,1.293,21.860446406872754,298,1,NaN,False,0.0015960680776628488,0.00205360824742268,0.777201824966347,0.6103569443333818
2024/06/04_19:13:18,Medium 1,867.0,Medium 2,1.293,22.190118936131622,298,1,NaN,False,0.0015918367346938775,0.0020571428571428568,0.7738095238095238,0.6174343530685554
2024/06/04_19:13:29,Medium 1,867.0,Medium 2,1.293,22.802562204218308,298,1,NaN,False,0.0015638242781141043,0.0020484848484848485,0.7634053428663528,0.6398500385394452
2024/06/04_19:13:40,Medium 1,867.0,Medium 2,1.293,22.802562204218308,298,1,NaN,False,0.0015638242781141043,0.0020484848484848485,0.7634053428663528,0.6398500385394452
2024/06/04_19:14:43,Medium 1,790.05,Medium 2,1.293,25.58098909703522,298,1,NaN,False,0.0017593023128783672,0.002290909090909091,0.7679494222881763,0.6299257873221955
2024/06/04_19:14:55,Medium 1,790.05,Medium 2,1.293,19.18209078716508,298,1,NaN,False,0.0015294570129053182,0.001988235294117647,0.7692535272008998,0.6271163885849456
2024/06/04_19:14:56,Medium 1,790.05,Medium 2,1.293,29.15170186530207,298,1,NaN,False,0.0018357827403851998,0.0024141176470588235,0.760436320335,0.6464498193672915
2024/06/04_19:14:56,Medium 1,790.05,Medium 2,1.293,25.58098909703522,298,1,NaN,False,0.0017593023128783672,0.002290909090909091,0.7679494222881763,0.6299257873221955
2024/06/04_19:15:28,Medium 1,790.05,Medium 2,1.293,29.895751001299534,298,1,NaN,False,0.001917073170731707,0.00248780487804878,0.7705882352941177,0.6242587000879172
2024/06/04_19:15:28,Medium 1,790.05,Medium 2,1.293,20.649449385709364,298,1,NaN,False,0.0015721831954323895,0.0020519999999999996,0.766171147871535,0.6337843762724338
2024/06/04_19:15:28,Medium 1,790.05,Medium 2,1.293,21.7984958741489,298,1,NaN,False,0.0016082950032612626,0.0021030927835051544,0.7647285064526592,0.6369383925503628
2024/06/04_19:15:29,Medium 1,790.05,Medium 2,1.293,27.012250774635408,298,1,NaN,False,0.0017595665318950824,0.0023181818181818178,0.7590287000331729,0.6496112665537805
2024/06/04_19:15:29,Medium 1,790.05,Medium 2,1.293,19.18209078716508,298,1,NaN,False,0.0015294570129053182,0.001988235294117647,0.7692535272008998,0.6271163885849456
2024/06/04_19:15:30,Medium 1,790.05,Medium 2,1.293,29.15170186530207,298,1,NaN,False,0.0018357827403851998,0.0024141176470588235,0.760436320335,0.6464498193672915
2024/06/04_19:15:31,Medium 1,790.05,Medium 2,1.293,25.58098909703522,298,1,NaN,False,0.0017593023128783672,0.002290909090909091,0.7679494222881763,0.6299257873221955
2024/06/04_19:16:16,Medium 1,1000.0,Medium 2,1.293,40.6222377880096,298,1,NaN,True,0.002123076923076923,0.0026769230769230767,0.7931034482758621,0.5786087000677547
2024/06/04_19:16:17,Medium 1,1000.0,Medium 2,1.293,29.543611940286368,298,1,NaN,True,0.001773960996794306,0.0022565217391304344,0.7861484186179005,0.5922123299611464
2024/06/04_19:16:17,Medium 1,1000.0,Medium 2,1.293,30.643028204096474,298,1,NaN,True,0.0018000493820386643,0.002293333333333333,0.7849052537959293,0.5946894206778812
2024/06/04_19:16:17,Medium 1,1000.0,Medium 2,1.293,331.41796583408865,298,1,NaN,True,0.005999999999999999,0.007599999999999999,0.7894736842105263,0.5856548734509365
2024/06/04_19:16:17,Medium 1,1000.0,Medium 2,1.293,55.29261048188493,298,1,NaN,True,0.002417976781842982,0.0030805970149253726,0.7849052537959293,0.5946894206778812
2024/06/04_19:16:18,Medium 1,1000.0,Medium 2,1.293,28.301829022066375,298,1,NaN,True,0.0017361702127659572,0.002208510638297872,0.7861271676300579,0.592254556365007
2024/06/04_19:16:18,Medium 1,1000.0,Medium 2,1.293,36.90580960790793,298,1,NaN,True,0.0019758265463710213,0.002517073170731707,0.7849698488489523,0.5945603649299973
2024/06/04_19:16:18,Medium 1,1000.0,Medium 2,1.293,38.760146008185465,298,1,NaN,True,0.0020254999382868415,0.00258,0.7850774954600162,0.5943453799888788
2024/06/04_19:16:57,Medium 1,1000.0,Medium 2,1.293,0.19450537669037615,298,1,NaN,True,6.451612903225805e-05,0.0001161290322580645,0.5555555555555556,1.47211892496734
2024/06/04_19:17:02,Medium 1,1000.0,Medium 2,1.293,18.208270307442337,298,1,NaN,True,0.0017464249196572981,0.002015384615384615,0.8665467158604915,0.45755753611357874
2024/06/04_19:17:04,Medium 1,1000.0,Medium 2,1.293,89.29360400441804,298,1,NaN,True,0.0017334641499562873,0.0028285714285714286,0.6128408610956572,1.1391448477977866
2024/06/04_19:17:27,Medium 1,1000.0,Medium 2,1.293,70.28211708889573,298,1,NaN,False,0.0021702503125663186,0.003051063829787234,0.7113093772009553,0.7706108990160941
2024/06/04_19:17:27,Medium 1,1000.0,Medium 2,1.293,68.93116433718718,298,1,NaN,False,0.0021702503125663186,0.0030382978723404253,0.7142980720631442,0.7621629164904953
2024/06/04_19:17:28,Medium 1,1000.0,Medium 2,1.293,70.42152481019609,298,1,NaN,False,0.002193586337432623,0.0030709677419354835,0.7142980720631442,0.7621629164904953
2024/06/04_19:17:28,Medium 1,1000.0,Medium 2,1.293,65.7451506149146,298,1,NaN,False,0.0020907582501523926,0.0029443298969072163,0.7100964645125424,0.7740761482931506
2024/06/04_19:17:28,Medium 1,1000.0,Medium 2,1.293,74.70065476823228,298,1,NaN,False,0.002228610442470133,0.0031384615384615383,0.7100964645125424,0.7740761482931506
2024/06/04_19:17:29,Medium 1,1000.0,Medium 2,1.293,82.45645706819535,298,1,NaN,False,0.0022652086673813176,0.003235955056179775,0.7000124006838101,0.8037344930690771
2024/06/04_19:17:29,Medium 1,1000.0,Medium 2,1.293,75.28620065327563,298,1,NaN,False,0.0022549836125486987,0.0031648351648351646,0.7125121831317069,0.7671955740348785
2024/06/04_19:17:29,Medium 1,1000.0,Medium 2,1.293,67.12506423692263,298,1,NaN,False,0.0021125,0.0029749999999999998,0.7100840336134454,0.7741117738780453
2024/06/04_19:17:30,Medium 1,1000.0,Medium 2,1.293,72.47857745800297,298,1,NaN,False,0.0021128328140200773,0.003025,0.6984571286016785,0.8084474612754501
2024/09/21_12:23:54,Medium 1,1000.0,Medium 2,1.293,65.7451506149146,298,1,NaN,False,0.0020907582501523926,0.0029443298969072163,0.7100964645125424,0.7740761482931506
2024/09/21_12:23:54,Medium 1,1000.0,Medium 2,1.293,74.70065476823228,298,1,NaN,False,0.002228610442470133,0.0031384615384615383,0.7100964645125424,0.7740761482931506
2024/09/21_12:23:54,Medium 1,1000.0,Medium 2,1.293,82.45645706819535,298,1,NaN,False,0.0022652086673813176,0.003235955056179775,0.7000124006838101,0.8037344930690771
2024/09/21_12:23:54,Medium 1,1000.0,Medium 2,1.293,75.28620065327563,298,1,NaN,False,0.0022549836125486987,0.0031648351648351646,0.7125121831317069,0.7671955740348785
2024/09/21_12:23:55,Medium 1,1000.0,Medium 2,1.293,67.12506423692263,298,1,NaN,False,0.0021125,0.0029749999999999998,0.7100840336134454,0.7741117738780453
2024/09/21_12:23:55,Medium 1,1000.0,Medium 2,1.293,72.47857745800297,298,1,NaN,False,0.0021128328140200773,0.003025,0.6984571286016785,0.8084474612754501
2024/09/21_12:23:55,Medium 1,1000.0,Medium 2,1.293,78.96573878737463,298,1,NaN,False,0.002331858053885586,0.0032590909090909085,0.7154934056552705,0.7588197955726732
2024/09/21_12:24:13,Medium 1,1000.0,Medium 2,1.293,74.70065476823228,298,1,NaN,False,0.002228610442470133,0.0031384615384615383,0.7100964645125424,0.7740761482931506
2024/09/21_12:24:13,Medium 1,1000.0,Medium 2,1.293,82.45645706819535,298,1,NaN,False,0.0022652086673813176,0.003235955056179775,0.7000124006838101,0.8037344930690771
2024/09/21_12:24:13,Medium 1,1000.0,Medium 2,1.293,75.28620065327563,298,1,NaN,False,0.0022549836125486987,0.0031648351648351646,0.7125121831317069,0.7671955740348785
2024/09/21_12:24:14,Medium 1,1000.0,Medium 2,1.293,67.12506423692263,298,1,NaN,False,0.0021125,0.0029749999999999998,0.7100840336134454,0.7741117738780453
2024/09/21_12:24:14,Medium 1,1000.0,Medium 2,1.293,72.47857745800297,298,1,NaN,False,0.0021128328140200773,0.003025,0.6984571286016785,0.8084474612754501
2024/09/21_12:24:14,Medium 1,1000.0,Medium 2,1.293,78.96573878737463,298,1,NaN,False,0.002331858053885586,0.0032590909090909085,0.7154934056552705,0.7588197955726732
2024/09/21_12:24:26,Medium 1,1000.0,Medium 2,1.293,72.47857745800297,298,1,NaN,False,0.0021128328140200773,0.003025,0.6984571286016785,0.8084474612754501
2024/09/21_12:25:20,Medium 1,1000.0,Medium 2,1.293,72.47857745800297,298,1,NaN,False,0.0021128328140200773,0.003025,0.6984571286016785,0.8084474612754501
2024/09/21_12:26:31,Medium 1,1000.0,Medium 2,1.293,72.47857745800297,298,1,NaN,False,0.0021128328140200773,0.003025,0.6984571286016785,0.8084474612754501
